ID,Station,Sex,Age,Weight (gram),Weight Log10,Censored Weight,Ear (mm),Rostrum (mm),Hind Foot (mm),Tail (mm),Censored Tail,Species,Phallus,Genotype,HybridType,Distance,Latitude,Longitude,Year,Date,Left Ear,Right Ear,Zone Number,Zone,Trap Line,Trap Station,Reproductive Status,Pregnant,Female Reproductive Status,Reprodutive Comment,Vulva Condition,Past Years Recapture,Follow Up,Handlers,Issue,Comments,Collected,Ectoparasite Load,Botflies,Botfly Present,Fleas Observed,Ectoparasite Comment,Hair,Fecal,Symmatry,Type,Height,Midden Width Maximum(meters),Midden Width Minimum (meters),Substrate,Canopy,Scat,Scat Amount,Clippings,Clipping Species,Clipping Type,PredSE Weight Log10
1049,NC-46,Female,Adult,305,2.484299839,no,38,8.63,37,224,0,fuscipes,n/a,fuscipes,,-1291.62,35.777513,-120.791969,2010,"38,914 ",S236,S236,4,Near Sympatry (fuscipes),NC,46,Lactating,,Parous,,Nonperforate,no,,MM Koenig and JW Cromer,updated genotype,Trap nose,,Low,0,no,Moderate,,yes,0,Symmetrical,Typical,0.75,2,1,Stick,Red Willow,absent,absent,absent,,absent,0.004507202
1050,N-2,Male,Adult,340,2.531478917,no,41,,41,224,0,fuscipes,N. fuscipes bullatior,fuscipes,,3002.77,35.782226,-120.79053,2010,"38,831 ",3342,3343,4,Near Sympatry (fuscipes),N,2,Scrotal,,,,,no,Rostrum,JH Bender and MM Koenig,updated genotype,,,High,1,yes,Many,,no,0,Asymmetrical,Atypical,0.25,1.25,0.5,Crook of Tree,Red Willow,absent,absent,present,Salix laevigata,old,0.005189154
1051,N-16,Female,Adult,365,2.562292864,no,37,9.44,43,224,0,hybrid,n/a,hybrid,F2,2949.53,35.782075,-120.790554,2010,"38,829 ",3309,B68,4,Near Sympatry (fuscipes),N,16,Lactating,,Parous,,Nonperforate,no,Rostrum,"JH Bender, PJ Murphy, CR Feldman",updated genotype,,,Low,0,no,None,,yes,0,Symmetrical,Typical,0.75,2.25,1,Log with Sticks,Willow Species,present,Low,present,Salix spp.,old,0.009728616
1052,N-4,Female,Adult,362,2.558708571,no,31,,39,225,0,macrotis,n/a,macrotis,,3265.51,35.782896,-120.7902,2010,"38,829 ",3302,B76,4,Near Sympatry (fuscipes),N,4,Lactating,,Parous,,Nonperforate,no,Rostrum,"JH Bender, PJ Murphy, CR Feldman",updated genotype,,,Low,0,no,Few,Mange,no,0,Asymmetrical,Typical,1.25,1,1,Crook of Tree,Red Willow,absent,absent,present,,old,0.004712826
1053,N-27,Male,Adult,405,2.607455023,no,39,,41,225,0,fuscipes,N. fuscipes bullatior,fuscipes,,2731.72,35.781434,-120.790599,2010,"38,829 ",3316,B85,4,Near Sympatry (fuscipes),N,27,Scrotal,,,,,no,Rostrum,"JH Bender, PJ Murphy, CR Feldman",updated genotype,,,Medium,2,yes,Moderate,,no,0,Symmetrical,Typical,0.75,2,1.25,Stick,Coyote Brush,present,Low,absent,,absent,0.005157471
1054,N-5,Female,Adult,345,2.537819095,no,30,8.37,42,225,0,fuscipes,n/a,fuscipes,,3249.02,35.782821,-120.790128,2010,"38,829 ",3304,B77,4,Near Sympatry (fuscipes),N,5,Lactating,,Parous,,Nonperforate,no,,"JH Bender, PJ Murphy, CR Feldman",updated genotype,Caught in same trap as 3303/B65 (Juv attached to teats),,Low,0,no,Moderate,,no,0,,,,,,,,,,,,,0.004964624
1055,NC-39,Male,Adult,430,2.633468456,no,41,11.2,43,226,0,fuscipes,N. fuscipes bullatior,fuscipes,,-1386.08,35.7777,-120.791744,2010,"38,866 ",3710,3711,4,Near Sympatry (fuscipes),NC,39,Scrotal,,,,,no,,JH Bender and MM Koenig,updated genotype,,,Low,1,yes,Few,1 Botfly on neck,no,0,Symmetrical,Typical,0.5,1.5,1,Log with Sticks,Fremont's Cottonwood,absent,absent,present,,old,0.004766878
1056,N-21,Male,Adult,355,2.550228353,no,34,,44,228,0,fuscipes,N. fuscipes bullatior,fuscipes,,2924.67,35.781927,-120.790357,2010,"38,829 ",3311,B78,4,Near Sympatry (fuscipes),N,21,Scrotal,,,,,no,Rostrum,"JH Bender, PJ Murphy, CR Feldman",updated genotype,,,Medium,0,no,Moderate,Mites,no,0,Asymmetrical,Typical,1,1.5,1,Crook of Tree,Fremont's Cottonwood,absent,absent,present,Salix laevigata,old,0.005179965
1057,NC-19,Female,Adult,335,2.525044807,no,38,10.15,41,235,0,fuscipes,n/a,fuscipes,,-1539.71,35.778262,-120.791838,2010,"38,839 ",3528,3529,4,Near Sympatry (fuscipes),NC,19,Post Lactate,,Parous,,Nonperforate,no,,JH Bender and MM Koenig,updated genotype,,,Low,0,no,Few,,no,0,Symmetrical,Typical,0.75,1,0.5,Log with Sticks,Red Willow,present,Low,present,,old,0.004491525
1058,N-20,Female,Adult,236,2.372912003,no,35,,38,236,0,fuscipes,n/a,fuscipes,,2911.23,35.781949,-120.790524,2010,"38,831 ",3334,3335,4,Near Sympatry (fuscipes),N,20,Lactating,,Parous,,Nonperforate,no,Rostrum,JH Bender and MM Koenig,updated genotype,,,Low,0,no,Moderate,,no,0,Asymmetrical,Typical,0.75,1,1,Log with Sticks,Pipestem,absent,absent,present,,old,0.004921919
1059,N-13,Male,Adult,410,2.612783857,no,,9.65,,,0,hybrid,N. fuscipes bullatior,hybrid,bx_fu,3018.47,35.782261,-120.790496,2010,"38,909 ",3307,B73,4,Near Sympatry (fuscipes),N,13,Scrotal,,,,,no,,MM Koenig and JW Cromer,updated genotype,,,,0,no,,,no,0,Symmetrical,Typical,0.75,1.75,1,Stick,Red Willow,absent,absent,present,Platanus racemosa and Salix laevigata,old,0.009710718
1082,N-23,Female,Adult,285,2.45484486,no,,,,,0,fuscipes,n/a,fuscipes,,2897.28,35.781911,-120.790535,2010,"38,830 ",3321,B87,4,Near Sympatry (fuscipes),N,23,Lactating,,Parous,,Nonperforate,no,Measurements,JH Bender,,,,,0,no,,,no,0,,,,,,,,,,,,,0.00492018
1083,N-39,Female,Adult,295,2.469822016,no,,,,,0,fuscipes,n/a,fuscipes,,2618.87,35.781071,-120.790555,2010,"38,834 ",3366,3367,4,Near Sympatry (fuscipes),N,39,,,,,,no,Measurements,JH Bender,updated genotype,,,,0,no,,,no,0,Symmetrical,Typical,1,2,2.5,Log with Sticks,Fremont's Cottonwood,absent,absent,absent,,absent,0.004885877
1084,NC-35,Male,Adult,300,2.477121255,no,,,,,0,macrotis,N. macrotis luciana,macrotis,,-1483.58,35.777981,-120.791659,2010,"38,841 ",3542,R.O.,4,Near Sympatry (fuscipes),NC,35,Scrotal,,,,,no,Measurements,JH Bender,updated genotype,,,,0,no,,,no,0,,,,,,,,,,,,,0.0050593
1085,NC-4,Female,Adult,305,2.484299839,no,,,,,0,macrotis,n/a,macrotis,,-1749.64,35.778609,-120.791196,2010,"38,842 ",3553,3552,4,Near Sympatry (fuscipes),NC,4,Post Lactate,,Parous,,Nonperforate,no,Measurements,JH Bender,updated genotype,,,,0,no,,,no,0,Asymmetrical,Atypical,1,3,1.5,Log with Sticks,Red Willow,absent,absent,present,,fresh,0.005221148
1086,N-13,Female,Adult,310,2.491361694,no,,,,,0,fuscipes,n/a,fuscipes,,3018.47,35.782261,-120.790496,2010,"38,836 ",3380,3381,4,Near Sympatry (fuscipes),N,13,Lactating,,Parous,,Nonperforate,no,Measurements,JH Bender,updated genotype,,,,0,no,,,no,0,Symmetrical,Typical,0.75,1.75,1,Stick,Red Willow,absent,absent,present,Platanus racemosa and Salix laevigata,old,0.004935356
1087,TB-14H,Female,Adult,325,2.511883361,no,,,,,0,fuscipes,n/a,fuscipes,,-1120.68,35.777087,-120.792233,2009,"38,514 ",783,783,4,Near Sympatry (fuscipes),TB,0,Lactating,,Parous,"Lactating, crusty",Nonperforate,,"Freaked out, house 5m west of 597, stub tail",JC Crawford,,,,,0,no,,,no,0,,,,,,,,,,,,,0.004518717
1088,N-42,Male,Adult,325,2.511883361,no,,,,,0,fuscipes,N. fuscipes bullatior,fuscipes,,2573.22,35.781012,-120.790755,2010,"38,834 ",3369,3368,4,Near Sympatry (fuscipes),N,42,Scrotal,,,,,no,Measurements,JH Bender,updated genotype,,,High,0,no,Many,,no,0,Asymmetrical,Atypical,0,0,0,Hollow Log,Coyote Brush,present,High,present,Baccharis pillularis,fresh,0.005139218
1089,N-25,Male,Adult,335,2.525044807,no,,,,,0,hybrid,N. fuscipes bullatior,hybrid,bx_fu,2839.75,35.781735,-120.790529,2010,"38,834 ",3356,3357,4,Near Sympatry (fuscipes),N,25,Scrotal,,,,,no,Measurements,JH Bender,updated genotype,,,Medium,0,no,None,1 Botfly scar,no,0,Asymmetrical,Atypical,0,0,0,Hollow Log,Arroyo Willow,absent,absent,present,,old,0.009704495
1090,NC-15,Male,Adult,345,2.537819095,no,,,,,0,fuscipes,n/a,fuscipes,,-1584.66,35.7782,-120.791449,2010,"38,842 ",3554,3555,4,Near Sympatry (fuscipes),NC,15,,,,,,no,Measurements,JH Bender,,15 July 2010: Hair collected. MM Koenig and JW Cromer,,,0,no,,,yes,0,Asymmetrical,Atypical,0.75,2.25,1.5,Log with Sticks,Coyote Brush,absent,absent,present,Baccharis pilularis,old,0.004753731
1091,NC-33,Female,Adult,355,2.550228353,no,,,,,0,fuscipes,n/a,fuscipes,,-957.8,35.776964,-120.793,2010,"38,842 ",3570,3571,4,Near Sympatry (fuscipes),NC,33,Post Lactate,,Parous,,Nonperforate,no,Measurements,JH Bender,updated genotype,,,,0,no,,,no,0,Asymmetrical,Typical,0.5,3,1.25,Log with Sticks,Red Willow,present,Low,absent,,absent,0.004530213
1092,NC-18,Male,Adult,365,2.562292864,no,,,,,0,fuscipes,N. fuscipes bullatior,fuscipes,,-1503.7,35.778115,-120.79178,2010,"38,842 ",3560,3561,4,Near Sympatry (fuscipes),NC,18,Scrotal,,,,,no,Measurements,JH Bender,updated genotype,,,,0,no,,,no,0,Symmetrical,Typical,0.25,1,0.5,Crook of Tree,Red Willow,absent,absent,present,,old,0.004759009
1093,NC-38,Male,Adult,385,2.58546073,no,,,,,0,fuscipes,N. fuscipes bullatior,fuscipes,,-1424.44,35.777822,-120.791729,2010,"38,843 ",3576,3577,4,Near Sympatry (fuscipes),NC,38,Scrotal,,,,,no,Measurements,JH Bender,updated genotype,,,,0,no,,,no,0,Asymmetrical,Typical,0.25,1.75,1,Log with Sticks,Arroyo Willow,present,Low,present,,old,0.004764286
1094,NC-69,Female,Adult,,,no,,,,,0,macrotis,n/a,macrotis,,-1020.27,35.776882,-120.792461,2010,"38,872 ",614,614,4,Near Sympatry (fuscipes),NC,69,,,,,,no,,JH Bender and MM Koenig,check,,,,0,no,,,no,0,Asymmetrical,Typical,0.75,1.75,1,Log with Sticks,Red Willow,present,Low,present,Salix spp.,old,0.005124171
1095,N-13,Male,Adult,,,no,,,,,0,hybrid,n/a,hybrid,bx_fu,3019.69,35.782265,-120.790497,2010,"39,260 ",S366,S366,4,Near Sympatry (fuscipes),N,13,,,,,,,,JH Bender and MM Koenig,updated genotype,,no,,0,no,,,,0,,,,,,,,,,,,,0.009710761
1118,BSII-7,Male,Adult,340,2.531478917,no,38,9.54,40,185,0,fuscipes,N. fuscipes bullatior,unknown,,-20759.21,35.792463,-120.728071,2010,"38,943 ",MMK5,MMK5,5,Allopatric (fuscipes),BSII,7,Partially Descended,,,Testes Partially Descended,,,,MM Koenig and AL Estacio,,,yes,Low,0,no,None,,,0,,,,,,,,,,,,,0.010001216
1122,BSIII-2,Male,Adult,355,2.550228353,no,36,9.98,38,188,0,fuscipes,N. fuscipes bullatior,unknown,,-21462.01,35.791133,-120.725086,2010,"38,945 ",MMK28,MMK28,5,Allopatric (fuscipes),BSIII,2,Scrotal,,,,,,,"JH Bender, WH Knowlton, C Faurot-Daniels",,,yes,Low,0,no,Few,,,0,,,,,,,,,,,,,0.01046967
1124,BSI-11,Female,Adult,250,2.397940009,no,37,7.33,38,190,0,fuscipes,n/a,unknown,,-20321.93,35.793734,-120.73017,2010,"38,943 ",176,na,5,Allopatric (fuscipes),BSI,11,Nonreproductive,,Nulliparous,,Perforate,no,,JH Bender and WH Knowlton,,,no,Low,0,no,Few,,no,0,,,,,,,,,,,,,0.009848349
1132,SF-11,Male,Adult,265,2.423245874,no,32,,37,195,0,hybrid,N. fuscipes bullatior,hybrid,,-9402.94,35.797641,-120.780091,2008,"38,126 ",na,408,5,Allopatric (fuscipes),SF,11,,,,,,,"Only 1 tag, slightly swollen phallus, bald patch on right hind rump",JC Crawford,,,,Medium,0,no,,,no,0,,,,,,,,,,,,,0.010221492
1134,BSI-10,Male,Adult,375,2.574031268,no,39,9.23,37,197,0,fuscipes,N. fuscipes bullatior,unknown,,-20321.93,35.793734,-120.73017,2010,"38,943 ",MMK4,MMK4,5,Allopatric (fuscipes),BSI,10,Scrotal,,,,,,,JH Bender and WH Knowlton,,,yes,Low,0,no,Few,,,0,,,,,,,,,,,,,0.009718388
1135,SF-12C,Female,Adult,246,2.390935107,no,35,,39,197,0,fuscipes,n/a,fuscipes,,-8342.13,35.795369,-120.782522,2008,"38,160 ",577,577,5,Allopatric (fuscipes),SF,0,Post Lactate,,Parous,,,,,JC Crawford,,,,High,0,no,,,no,0,,,,,,,,,,,,,0.00476425
1137,NNF-58,Female,Adult,283,2.451786436,no,36,9.78,41,198,0,fuscipes,n/a,fuscipes,,-9550.29,35.79797,-120.77979,2010,"38,907 ",S151,S151,5,Allopatric (fuscipes),NNF,58,Post Lactate,,Parous,Recent Lactating with visible scars on teats,Nonperforate,no,,"JH Bender, MM Koenig, JA Cromer, JW Cromer",updated genotype,,,Low,0,no,None,,yes,0,Asymmetrical,Atypical,0.75,5,1,Stick,Willow Species,present,Low,absent,,absent,0.00500066
1139,NNF-54,Female,Adult,283,2.451786436,no,39,10.25,40,199,0,hybrid,n/a,hybrid,bx_fu,-9605.97,35.798028,-120.77952,2010,"38,907 ",S150,S150,5,Allopatric (fuscipes),NNF,54,Post Lactate,,Parous,,Perforate,no,,"JH Bender, MM Koenig, JA Cromer, JW Cromer",,,,Low,0,no,None,,yes,2,Asymmetrical,Typical,0.5,1,0.5,Hillside,Arroyo Willow,absent,absent,present,Populus freemontii,old,0.010341274
1140,NNF-31,Female,Adult,332,2.521138084,no,41,8.4,40,202,0,fuscipes,n/a,fuscipes,,-9981.26,35.799015,-120.779107,2010,"38,907 ",S139,S139,5,Allopatric (fuscipes),NNF,31,Lactating,,Parous,scars on teats visible,Nonperforate,no,,"JH Bender, MM Koenig, JA Cromer, JW Cromer",,,,Low,0,no,None,,yes,2,Symmetrical,Typical,0.5,2,2,Stick,Box Elder,absent,absent,present,Acer negunda,old,0.00510087
1142,BSII-15,Male,Adult,320,2.505149978,no,40,8.65,41,202,0,fuscipes,N. fuscipes bullatior,unknown,,-20759.21,35.792463,-120.728071,2010,"38,943 ",MMK12,MMK12,5,Allopatric (fuscipes),BSII,15,Scrotal,,,,,,,MM Koenig and AL Estacio,,,yes,Low,0,no,Few,,,0,,,,,,,,,,,,,0.010001216
1143,BSIII-2,Female,Adult,285,2.45484486,no,35,8.3,36,203,0,fuscipes,n/a,unknown,,-21462.01,35.791133,-120.725086,2010,"38,945 ",MMK25,MMK25,5,Allopatric (fuscipes),BSIII,2,Post Lactate,,Parous,Post Lactate,Perforate,,,"JH Bender, WH Knowlton, C Faurot-Daniels",,,yes,Low,0,no,Few,,,0,,,,,,,,,,,,,0.010615538
1145,BSIII-1,Male,Adult,370,2.568201724,no,39,8.72,37,204,0,fuscipes,N. fuscipes bullatior,unknown,,-21462.01,35.791133,-120.725086,2010,"38,945 ",MMK21,MMK21,5,Allopatric (fuscipes),BSIII,1,Scrotal,,,,,,,"JH Bender, WH Knowlton, C Faurot-Daniels",,,yes,Low,0,no,Few,,,0,,,,,,,,,,,,,0.01046967
1148,BSII-16,Female,Adult,277,2.442479769,no,39,8.27,41,204,0,fuscipes,n/a,unknown,,-20759.21,35.792463,-120.728071,2010,"38,943 ",255,na,5,Allopatric (fuscipes),BSII,16,Post Lactate,,Parous,Post Lactate,Nonperforate,no,,MM Koenig and AL Estacio,,,no,Low,0,no,None,,no,0,,,,,,,,,,,,,0.010137479
1149,SF-5,Female,Adult,320,2.505149978,no,35,,43,204,0,fuscipes,n/a,fuscipes,,-9402.94,35.797641,-120.780091,2008,"38,125 ",406,406,5,Allopatric (fuscipes),SF,5,Lactating,,Parous,,,,Caught with 407,JC Crawford,,,,Low,0,no,,,no,0,,,,,,,,,,,,,0.004968322
1150,BSII-15,Male,Adult,350,2.544068044,no,38,11.07,39,205,0,fuscipes,N. fuscipes bullatior,unknown,,-20759.21,35.792463,-120.728071,2010,"38,945 ",MMK17,MMK17,5,Allopatric (fuscipes),BSII,15,Scrotal,,,,,,,"MM Koenig, AL Estacio, SL Widin",,,yes,Medium,0,no,Many,,,0,,,,,,,,,,,,,0.010001216
1151,SF-18C,Female,Adult,346,2.539076099,no,37,,40,205,0,fuscipes,n/a,fuscipes,,-8253.93,35.79525,-120.782912,2008,"38,160 ",na,576,5,Allopatric (fuscipes),SF,0,Lactating,,Parous,,,,,JC Crawford,,,,Medium,0,no,,,no,0,,,,,,,,,,,,,0.004749535
1152,BSII-15,Male,Adult,340,2.531478917,no,38,10.24,41,205,0,fuscipes,N. fuscipes bullatior,unknown,,-20759.21,35.792463,-120.728071,2010,"38,945 ",263,na,5,Allopatric (fuscipes),BSII,15,Scrotal,,,,,no,,"MM Koenig, AL Estacio, SL Widin",,,no,Low,0,no,Few,,no,0,,,,,,,,,,,,,0.010001216
1155,BSII-18,Male,Adult,400,2.602059991,no,37,10.64,37,207,0,fuscipes,N. fuscipes bullatior,unknown,,-20759.21,35.792463,-120.728071,2010,"38,943 ",MMK6,MMK6,5,Allopatric (fuscipes),BSII,18,Scrotal,,,,,,,MM Koenig and AL Estacio,,,yes,Low,0,no,None,,,0,,,,,,,,,,,,,0.010001216
1156,BSIII-12,Male,Adult,325,2.511883361,no,40,8.32,39,207,0,fuscipes,N. fuscipes bullatior,unknown,,-21462.01,35.791133,-120.725086,2010,"38,945 ",MMK20,MMK20,5,Allopatric (fuscipes),BSIII,12,Scrotal,,,,,,,"JH Bender, WH Knowlton, C Faurot-Daniels",,,yes,Medium,0,no,Moderate,,,0,,,,,,,,,,,,,0.01046967
1157,BSII-21,Male,Adult,251,2.399673721,no,40,8.35,40,207,0,fuscipes,N. fuscipes bullatior,unknown,,-20759.21,35.792463,-120.728071,2010,"38,947 ",296,na,5,Allopatric (fuscipes),BSII,21,Scrotal,,,,,no,,MM Koenig and WH Knowlton,,,no,Low,0,no,Few,,no,0,,,,,,,,,,,,,0.010001216
